,timestamp,datetime,symbol,id,order,type,takerOrMaker,side,price,cost,amount,fee,time_exchange,size
91295045,1550434278144,,BTC/USDT,,,,,sell,3622.34,57.55173792,,,2019-02-17 20:11:18.144,0.015888
91295046,1550434280106,,BTC/USDT,,,,,buy,3622.82,853.54001482,,,2019-02-17 20:11:20.106,0.235601
91295047,1550434283115,,BTC/USDT,,,,,sell,3623.02,643.50994334,,,2019-02-17 20:11:23.115,0.177617
91295048,1550434283747,,BTC/USDT,,,,,sell,3622.39,11.53731215,,,2019-02-17 20:11:23.747,0.003185
91295049,1550434287207,,BTC/USDT,,,,,buy,3623.3,11.6452862,,,2019-02-17 20:11:27.207,0.003214
91295050,1550434287320,,BTC/USDT,,,,,buy,3623.3,13.7141905,,,2019-02-17 20:11:27.320,0.003785
91295051,1550434288758,,BTC/USDT,,,,,sell,3622.43,164.10332386,,,2019-02-17 20:11:28.758,0.045302
91295052,1550434289675,,BTC/USDT,,,,,buy,3623.01,1283.9077917600002,,,2019-02-17 20:11:29.675,0.354376
91295053,1550434290700,,BTC/USDT,,,,,buy,3623.3,0.032609700000000005,,,2019-02-17 20:11:30.700,9e-06
91295054,1550434290700,,BTC/USDT,,,,,buy,3623.31,130.83047748,,,2019-02-17 20:11:30.700,0.036108
91295055,1550434290700,,BTC/USDT,,,,,buy,3623.32,99.88406244000001,,,2019-02-17 20:11:30.700,0.027567
91295056,1550434290700,,BTC/USDT,,,,,buy,3624.29,132.70700264,,,2019-02-17 20:11:30.700,0.036616
91295057,1550434291617,,BTC/USDT,,,,,sell,3622.55,17.50053905,,,2019-02-17 20:11:31.617,0.004831
91295058,1550434293273,,BTC/USDT,,,,,sell,3622.81,12.05308887,,,2019-02-17 20:11:33.273,0.003327
91295059,1550434293353,,BTC/USDT,,,,,sell,3622.83,13.13638158,,,2019-02-17 20:11:33.353,0.003626
91295060,1550434293978,,BTC/USDT,,,,,sell,3622.97,11.87971863,,,2019-02-17 20:11:33.978,0.003279
91295061,1550434295846,,BTC/USDT,,,,,buy,3623.5,613.719442,,,2019-02-17 20:11:35.846,0.169372
91295062,1550434298855,,BTC/USDT,,,,,buy,3624.23,11.93821362,,,2019-02-17 20:11:38.855,0.003294
91295063,1550434299896,,BTC/USDT,,,,,sell,3623.65,766.7353508,,,2019-02-17 20:11:39.896,0.211592
91295064,1550434300444,,BTC/USDT,,,,,buy,3624.23,0.11959959,,,2019-02-17 20:11:40.444,3.3e-05
91295065,1550434300518,,BTC/USDT,,,,,sell,3624.23,101.53280345,,,2019-02-17 20:11:40.518,0.028015
91295066,1550434300543,,BTC/USDT,,,,,sell,3624.23,98.48845025,,,2019-02-17 20:11:40.543,0.027175
91295067,1550434302323,,BTC/USDT,,,,,sell,3623.13,12.101254200000001,,,2019-02-17 20:11:42.323,0.00334
91295068,1550434304007,,BTC/USDT,,,,,buy,3623.72,507.61432132,,,2019-02-17 20:11:44.007,0.140081
91295069,1550434308486,,BTC/USDT,,,,,buy,3624.22,349.08124618,,,2019-02-17 20:11:48.486,0.096319
91295070,1550434308659,,BTC/USDT,,,,,buy,3623.53,57.01986808,,,2019-02-17 20:11:48.659,0.015736
91295071,1550434308669,,BTC/USDT,,,,,buy,3623.53,801.29655361,,,2019-02-17 20:11:48.669,0.221137
91295072,1550434309193,,BTC/USDT,,,,,buy,3624.22,56.954617299999995,,,2019-02-17 20:11:49.193,0.015715
91295073,1550434310504,,BTC/USDT,,,,,sell,3623.53,11.89604899,,,2019-02-17 20:11:50.504,0.003283
91295074,1550434312845,,BTC/USDT,,,,,buy,3623.75,274.2526475,,,2019-02-17 20:11:52.845,0.075682
91295075,1550434312848,,BTC/USDT,,,,,sell,3623.55,290.98193565,,,2019-02-17 20:11:52.848,0.080303
91295076,1550434315511,,BTC/USDT,,,,,buy,3624.24,11.9418708,,,2019-02-17 20:11:55.511,0.003295
91295077,1550434316242,,BTC/USDT,,,,,buy,3624.15,16.0767294,,,2019-02-17 20:11:56.242,0.004436
91295078,1550434316278,,BTC/USDT,,,,,buy,3624.15,0.20657655000000003,,,2019-02-17 20:11:56.278,5.7e-05
91295079,1550434316278,,BTC/USDT,,,,,buy,3624.22,108.52001946,,,2019-02-17 20:11:56.278,0.029943
91295080,1550434316342,,BTC/USDT,,,,,buy,3624.22,370.19232767999995,,,2019-02-17 20:11:56.342,0.102144
91295081,1550434317700,,BTC/USDT,,,,,buy,3623.87,434.15774534999997,,,2019-02-17 20:11:57.700,0.119805
91295082,1550434318662,,BTC/USDT,,,,,sell,3623.28,11.887981680000001,,,2019-02-17 20:11:58.662,0.003281
91295083,1550434319415,,BTC/USDT,,,,,sell,3623.28,10.507512,,,2019-02-17 20:11:59.415,0.0029
91295084,1550434324164,,BTC/USDT,,,,,buy,3624.2,13.7248454,,,2019-02-17 20:12:04.164,0.003787
91295085,1550434324383,,BTC/USDT,,,,,buy,3624.2,518.6012747999999,,,2019-02-17 20:12:04.383,0.143094
91295086,1550434324387,,BTC/USDT,,,,,sell,3623.73,226.80926070000004,,,2019-02-17 20:12:04.387,0.06259
91295087,1550434325177,,BTC/USDT,,,,,sell,3623.27,821.84097121,,,2019-02-17 20:12:05.177,0.226823
91295088,1550434328092,,BTC/USDT,,,,,buy,3623.97,445.78092573,,,2019-02-17 20:12:08.092,0.123009
91295089,1550434328097,,BTC/USDT,,,,,buy,3623.97,234.45636312,,,2019-02-17 20:12:08.097,0.064696
91295090,1550434328220,,BTC/USDT,,,,,sell,3623.97,445.74106205999993,,,2019-02-17 20:12:08.220,0.122998
91295091,1550434328435,,BTC/USDT,,,,,buy,3624.2,58.9077468,,,2019-02-17 20:12:08.435,0.016254
91295092,1550434328548,,BTC/USDT,,,,,buy,3624.2,128.4271512,,,2019-02-17 20:12:08.548,0.035436
91295093,1550434328638,,BTC/USDT,,,,,buy,3624.2,58.9077468,,,2019-02-17 20:12:08.638,0.016254
91295094,1550434328894,,BTC/USDT,,,,,sell,3623.97,0.03986367,,,2019-02-17 20:12:08.894,1.1e-05
91295095,1550434328894,,BTC/USDT,,,,,sell,3623.27,0.22464274,,,2019-02-17 20:12:08.894,6.2e-05
